id,user_id,cwa_id,discipline_id,projectId,phaseId,cwpUnit,ewpRefId,ewpRefNo,cwa,cwpSubArea,cwpLevel,cwpType,cwpIcsu,cwpTitle,cwpDescription,cwpNo,cwpRevision,cwpDocumentContNo,cwpPlannedRelease,cwpPlannedComplete,cwpPlannedHours,cwpForecastRelease,cwpForecastComplete,cwpForecastHours,cwpActualRelease,cwpActualComplete,cwpActualHours,cwpLink,cwpWorkOwners,cwpWorkReleaseDate,cwpWorkConstruction,cwpWorkConstructionDate,cwpCompleteOwners,cwpCompleteReleaseDate,cwpCompleteConstruction,cwpCompleteConstructionDate,in_schedule,status,current_status,addDate,cwpPlannedReleaseExe,cwpPlannedCompleteExe,cwpPlannedHoursExe,cwpActualReleaseExe,cwpActualCompleteExe,cwpActualHoursExe,cwpForecastReleaseExe,cwpForecastCompleteExe,cwpForecastHoursExe,cwpCompilerPath,manualOrSystemStart,manualOrSystemComplete,my_selection,my_packages,import,wbsShortCode,contractorId,delayDuration,cwpSupervisor,auditUserid,auditDate,releaseConsSupApprovalStatus,releaseConsSup,releaseConsSupDate,releaseConsSupRemarks,compiledById,checkedById,approvedById,cwpReleaseStatus,releaseLead,releaseLeadDate,releaseLeadRemarks,releaseEngMgr,releaseEngMgrDate,releaseEngMgrRemarks,cwpManager,cwpLead,releaseConstMgr,releaseConstMgrDate,releaseConstMgrRemarks,releaseConstMgrApprovalStatus,releaseHold,cwpReleaseHold,cwpReleaseRisks,cwpReleaseMitigationPlan,contractorDcn,revisionDescription,blockchainWorkBlockId,blockchain_status,linked_area,reject_remark,pc_ForecastComplete_Quaterly,pc_ForecastStart_Quaterly_Exe,pc_ForecastFinish_Quaterly_Exe,releaseBlockchainStatus
"2921","1",\N,"394","54","9","202","3094","EWP-B14-WP4.12-000-FI-MC-303","B14-WP4.12-000","000","AG","DELETED","TBD","Piping Installation by packager","Piping Installation by packager","CWP-B14-WP4.12-000-FI-MC-303","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623479275","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","B144120F3","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1393",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2922","1",\N,"386","54","9","202","1660","EWP-B14-WP4.12-000-FI-ME-102","B14-WP4.12-000","000","AG","NAC","TBD","Electrical Works","Electrical Works","CWP-B14-WP4.12-000-FI-ME-102","1",\N,"2023-12-12","2024-02-05","0","2023-12-23","2024-06-29","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623479275","2024-07-31","2024-10-10",\N,"0000-00-00","0000-00-00",\N,"2025-02-22","2025-05-31",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0652",\N,"2024-06-29","2025-02-22","2025-05-31",\N
"2923","1",\N,"388","54","9","202","1661","EWP-B14-WP4.12-000-FI-MS-102","B14-WP4.12-000","000","AG","NAC","TBD","Instrumentation Works","Instrumentation Works","CWP-B14-WP4.12-000-FI-MS-102","1",\N,"2024-05-13","2024-07-22","0","2024-07-29","2024-10-07","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623479275","2025-02-12","2025-04-08",\N,"0000-00-00","0000-00-00",\N,"2025-04-28","2025-12-11",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1387",\N,"2024-10-07","2025-04-28","2025-12-11",\N
"2924","1",\N,"405","54","9","202","1662","EWP-B14-WP4.12-000-FI-MS-103","B14-WP4.12-000","000","AG","NAC","TBD","In-line Instrumentation Works","In-line Instrumentation Works","CWP-B14-WP4.12-000-FI-MS-103","1",\N,"2024-05-06","2024-07-15","0","2024-06-29","2024-09-02","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623479275","2025-02-05","2025-04-15",\N,"0000-00-00","0000-00-00",\N,"2025-04-16","2025-07-10",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0653",\N,"2024-09-02","2025-04-16","2025-07-10",\N
"2925","1",\N,"398","54","9","202","1663","EWP-B14-WP4.12-000-FI-MT-102","B14-WP4.12-000","000","AG","NAC","TBD","Telecom Works","Telecom Works","CWP-B14-WP4.12-000-FI-MT-102","1",\N,"2024-02-14","2024-04-09","0","2024-02-15","2024-06-29","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623479275","2024-10-12","2024-12-10",\N,"0000-00-00","0000-00-00",\N,"2025-06-02","2025-08-08",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1388",\N,"2024-06-29","2025-06-02","2025-08-08",\N
"3162","1",\N,"384","54","9","197","253","EWP-B08-WP5.10-200-FI-LC-101","B08-WP5.10-200","200","AG","NAC","TBD","Foundation for Equipment","Foundation for Equipment","CWP-B08-WP5.10-200-FI-LC-101","1",\N,"2023-06-01","2023-08-08","0","2024-04-12","2024-04-19","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623480938","2023-10-14","2023-11-07",\N,"0000-00-00","0000-00-00",\N,"2023-10-25","2023-10-26",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1345",\N,"2024-04-19","2023-10-25","2023-10-26",\N
"3163","177",\N,"5","1","2","215","3118","EWP-C08-WP01-5.10-1235-B-FI-PI","Storage Unit - 1","010","A","FI","500","Area 2 Desalter & Heater- Piping","Area 2 Desalter & Heater- Piping","CWP-C08-WP01-5.10-1235-B-FI-PI","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","2021-05-21","2021-09-03","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1630657351","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","1","0","","1",\N,"166",\N,\N,"2","166","2021-09-03 08:22:31","I am signing off this cwp as a construction supervisor",\N,\N,\N,"4","177","2021-09-03 08:11:38","I am releasing this cwp as a site engineer",\N,\N,\N,"137",\N,\N,\N,\N,"1","1","","","",\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3164","1",\N,"381","1","2","151","3337","EWP-B08-WP5.10-100-DF-A-FI-ME","PCHE in T4","DF","A","FI","500","Area 1 Desalter & Heater - Mechanical","Area 1 Desalter & Heater - Mechanical","CWP-B08-WP5.10-100-DF-A-FI-ME","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1641819689","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","0","0","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3165","1",\N,"401","54","9","192","3338","EWP-B02-WP5.4-010-FI-ME-101","B02-WP5.4-010","010","AG","NAC","TBD","Main cable routing layout from SS43 to Chiller package(B14) & metering skid(B07)","Main cable routing layout from SS43 to Chiller package(B14) & metering skid(B07)","CWP-B02-WP5.4-010-FI-ME-101","1",\N,"2023-04-01","2023-06-02","0","2023-12-11","2024-03-30","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1628080342","2023-10-30","2024-06-03",\N,"0000-00-00","0000-00-00",\N,"2024-01-03","2024-12-07",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2024-03-30","2024-01-03","2024-12-07",\N
"3166","1",\N,"403","54","9","192","3339","EWP-B02-WP5.4-010-FI-ME-600","B02-WP5.4-010","010","AG","DELETED","TBD","Heat Tracing Layout Area","Heat Tracing Layout Area","CWP-B02-WP5.4-010-FI-ME-600","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080342","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3167","1",\N,"394","54","9","192","3340","EWP-B02-WP5.4-010-UG-MC-101","B02-WP5.4-010","010","UG","NAC","TBD","UG Piping Works by Piping","UG Piping Works by Piping","CWP-B02-WP5.4-010-UG-MC-101","1",\N,"2023-05-16","2023-07-25","0","2024-04-17","2024-04-18","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080342","2023-11-02","2024-04-12",\N,"0000-00-00","0000-00-00",\N,"2023-08-10","2025-01-02",\N,\N,"0","0","0","0","1","B025401U1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2024-04-18","2023-08-10","2025-01-02",\N
"3168","1",\N,"388","54","9","192","3341","EWP-B02-WP5.4-020-FI-MS-102","B02-WP5.4-020","020","AG","NAC","TBD","Instrumentation Works","Instrumentation Works","CWP-B02-WP5.4-020-FI-MS-102","1",\N,"2023-11-27","2024-01-20","0","2024-06-29","2024-09-02","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1628080342","2024-03-18","2024-06-01",\N,"0000-00-00","0000-00-00",\N,"2024-03-02","2024-04-12",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1151",\N,"2024-09-02","2024-03-02","2024-04-12",\N
"3169","1",\N,"405","54","9","192","3342","EWP-B02-WP5.4-020-FI-MS-103","B02-WP5.4-020","020","AG","HOLD","TBD","In-line Instrumentation Works","In-line Instrumentation Works","CWP-B02-WP5.4-020-FI-MS-103","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080342","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3170","1",\N,"398","54","9","192","3343","EWP-B02-WP5.4-020-FI-MT-102","B02-WP5.4-020","020","AG","HOLD","TBD","Tie-Ins Telecom Works","Tie-Ins Telecom Works","CWP-B02-WP5.4-020-FI-MT-102","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080342","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3171","1",\N,"394","54","9","192","3344","EWP-B02-WP5.4-030-FI-MC-301","B02-WP5.4-030","030","AG","NAC","TBD","Tie-Ins Piping works for CSU 3/4/5","Tie-Ins Piping works for CSU 3/4/5","CWP-B02-WP5.4-030-FI-MC-301","1",\N,"2023-08-01","2023-10-10","0","2023-11-13","2024-06-29","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080342","2024-03-21","2024-10-21",\N,"0000-00-00","0000-00-00",\N,"2024-03-16","2025-02-12",\N,\N,"0","0","0","0","1","B025403F1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2024-06-29","2024-03-16","2025-02-12",\N
"3173","1",\N,"394","54","9","196","3346","EWP-B07-WP2.1-010-UG-MC-101","B07-WP2.1-010","010","UG","NAC","TBD","UG Piping Works by Piping","UG Piping Works by Piping","CWP-B07-WP2.1-010-UG-MC-101","1",\N,"2024-03-14","2024-05-10","0","2023-12-01","2024-06-29","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1628080365","2024-05-11","2024-07-04",\N,"0000-00-00","0000-00-00",\N,"2025-02-05","2025-03-18",\N,\N,"0","0","0","0","1","B072101U1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2024-06-29","2025-02-05","2025-03-18",\N
"3177","1",\N,"6","1","2","151","3595","EWP-Z01-WP0.0-999-AX-Z-FI-ELEG","Z01-WP0.0-999","AX","Z","FI","500","Area 1 Desalter & Heater - Electrical","Area 1 Desalter & Heater - Electrical","CWP-Z01-WP0.0-999-AX-Z-FI-ELEG","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1629798219","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","0","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3178","1",\N,"5","1","2","215","3596","EWP-C08-WP01-5.10-A-AG-GN-PI","C08-WP01-5.10","A","AG","FI","PI","Area 3 Desalter & Heater- Piping","Area 3 Desalter & Heater- Piping","CWP-C08-WP01-5.10-A-AG-GN-PI","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1630652608","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3179","1",\N,"5","1","2","215","3597","EWP-C08-WP01-5.20-B-AG-GN-PI","C08-WP01-5.20","B","AG","FI","PI","Area 4 Desalter & Heater- Piping","Area 4 Desalter & Heater- Piping","CWP-C08-WP01-5.20-B-AG-GN-PI","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1630652608","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3180","1",\N,"5","1","2","215","3598","EWP-B08-WP10-100-C-AG-GN-PI","B08-WP5.10-100","C","AG","FI","PI","Area 5 Desalter & Heater- Piping","Area 5 Desalter & Heater- Piping","CWP-B08-WP10-100-C-AG-GN-PI","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1630652608","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3181","1",\N,"97","1","1","176","0",\N,"B01-WP1.1-010","WP1.2","BM","FI","500","cwp work related to civil and module yards","cwp work related to civil and module yards","cwp-11-jan-2022-wp","1","","2022-04-14","2022-04-15","11","2022-04-14","2022-04-15","11","2022-04-13","2022-04-21","11","","","0000-00-00","","0000-00-00","","0000-00-00","","0000-00-00","","11",\N,"1649843102","2022-04-13","2022-04-13","0","0000-00-00","0000-00-00","11","0000-00-00","0000-00-00","11",\N,"1","1","0","1","0","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2022-04-15","0000-00-00","0000-00-00",\N
"3182","138",\N,"97","1","2","151","3626","EWP-01","PCHE in T4","WP5.10-200","level123","FI","500","CWP Work","CWP Work","CWP-19-JAN","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1643717567","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","0","0","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3183","288",\N,"97","1","1","172","0",\N,"A01","200","1","FI","500","cwp work on site on 19 jan","cwp work on site on 19 jan","CWP-19-JAN","2","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1643711339","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","1","1","0","","1",\N,"162",\N,\N,\N,\N,\N,\N,\N,\N,\N,"3","288","2022-02-01 09:16:18","",\N,\N,\N,"162",\N,"162","2022-02-01 10:28:59","","2","2","dsf","dfs","dsf",\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3184","1",\N,"97","1","2","151","1789","EW-B01-WP2.2-030-1W11-A-FI-PI","Storage Facility","200","level123","FI","500","cwp","cc","cwp-01","0","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1643716969","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3185","200",\N,"110","1","1","176","0",\N,"B01-WP1.1-010","100","BM","FI","500","cwp work for site construction","cwp work for site construction","cwp-14","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1672219079","2024-08-09","2027-08-10","0","2024-04-22",\N,"0","2025-08-09","2026-06-12","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_3185.pdf","1","1","0","1","0",\N,\N,\N,"146",\N,\N,\N,"146","2022-04-27 11:58:55","undefined",\N,\N,\N,"1","200","2022-07-20 10:16:52","undefined",\N,\N,\N,"168",\N,\N,\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","2025-08-09","2026-06-12",\N
"3186","1",\N,"97","1","1","176","315","EW-B08-WP5.10-100-FI-MC-101","B01-WP1.1-020","testing","testing for SSO","FI","500","testing for SSO","testing for SSO","testing for SSO","0","testing for SSO","2022-04-12","2022-04-14","11","2022-04-12","2022-04-14","11","2022-04-13","0000-00-00","11","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","11",\N,"1649848764","2022-04-13","2022-04-15","0","2022-04-13","2022-04-13","11","2022-04-12","2022-04-13","11",\N,"0","0","0","1","0",\N,\N,\N,"166",\N,\N,\N,\N,\N,\N,\N,\N,\N,"2","210","2022-02-14 12:15:53","",\N,\N,\N,"162",\N,\N,\N,\N,"1","2","testing","testing","testing",\N,\N,\N,\N,\N,\N,"2022-04-14","2022-04-12","2022-04-13",\N
"3187","200",\N,"110","1","1","176","0",\N,"B01-WP1.1-010","100","AG","FI","500","cwp work for with hold","cwp work for with hold","cwp-15-febb","1","","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","2022-02-15","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1645610252","0000-00-00","0000-00-00","0","2022-04-03","0000-00-00","0","2022-02-09","2022-02-07","0",\N,"1","1","1","1","0",\N,\N,\N,"199",\N,\N,"2","199","2022-02-15 07:05:16","",\N,\N,\N,"2","200","2022-02-15 07:18:48","",\N,\N,\N,"162",\N,\N,\N,\N,"1","1","","","",\N,\N,\N,\N,\N,\N,"0000-00-00","2022-02-09","2022-02-07",\N
"3188","200",\N,"97","1","1","176","0",\N,"B01-WP1.1-020","testing","level","FI","500","testing for status","testing for status","testing for status","0","testing for status","1899-12-01","0000-00-00","0","1899-12-01","0000-00-00","0","0000-00-00","2022-07-20","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","13",\N,"1658317564","0000-00-00","0000-00-00","0","2022-06-08",\N,"0","0000-00-00","0000-00-00","0",\N,"1","1","0","1","0",\N,\N,\N,"146",\N,\N,"2","146","2022-07-20 11:46:04","",\N,\N,\N,"4","200","2022-07-20 11:42:04","",\N,\N,\N,"162",\N,\N,\N,\N,\N,"1","","","",\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3189","200",\N,"112","1","1","176","0",\N,"B01-WP1.1-010","WP5.10-200","BM","FI","500","cwp sPlanner work","cwp sPlanner work","cwp-17-feb-2022","0","","1899-11-30","0000-00-00","0","1899-11-30","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","1",\N,"1645089086","2022-01-01","2022-07-01","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
"3190","138",\N,"110","1","1","176","332","EW-B08-WP5.10-200-FI-RV-102","B01-WP1.1-020","area123","BM","FI","500","cwp actual complete date","cwp actual complete date","cwp-24-feb-202-al","1","","0000-00-00","0000-00-00","0","2023-05-31","0000-00-00","0","0000-00-00","2022-02-24","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00","","3",\N,"1645682041","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0",\N,"0","0","0","1","0",\N,\N,\N,"199",\N,\N,"2","199","2022-02-24 05:54:01","",\N,\N,\N,"4","138","2022-02-24 05:51:41","",\N,\N,\N,"162",\N,\N,\N,\N,"1","1","","","",\N,\N,\N,\N,\N,\N,"0000-00-00","0000-00-00","0000-00-00",\N
