id,user_id,cwa_id,discipline_id,projectId,phaseId,cwpUnit,ewpRefId,ewpRefNo,cwa,cwpSubArea,cwpLevel,cwpType,cwpIcsu,cwpTitle,cwpDescription,cwpNo,cwpRevision,cwpDocumentContNo,cwpPlannedRelease,cwpPlannedComplete,cwpPlannedHours,cwpForecastRelease,cwpForecastComplete,cwpForecastHours,cwpActualRelease,cwpActualComplete,cwpActualHours,cwpLink,cwpWorkOwners,cwpWorkReleaseDate,cwpWorkConstruction,cwpWorkConstructionDate,cwpCompleteOwners,cwpCompleteReleaseDate,cwpCompleteConstruction,cwpCompleteConstructionDate,in_schedule,status,current_status,addDate,cwpPlannedReleaseExe,cwpPlannedCompleteExe,cwpPlannedHoursExe,cwpActualReleaseExe,cwpActualCompleteExe,cwpActualHoursExe,cwpForecastReleaseExe,cwpForecastCompleteExe,cwpForecastHoursExe,cwpCompilerPath,manualOrSystemStart,manualOrSystemComplete,my_selection,my_packages,import,wbsShortCode,contractorId,delayDuration,cwpSupervisor,auditUserid,auditDate,releaseConsSupApprovalStatus,releaseConsSup,releaseConsSupDate,releaseConsSupRemarks,compiledById,checkedById,approvedById,cwpReleaseStatus,releaseLead,releaseLeadDate,releaseLeadRemarks,releaseEngMgr,releaseEngMgrDate,releaseEngMgrRemarks,cwpManager,cwpLead,releaseConstMgr,releaseConstMgrDate,releaseConstMgrRemarks,releaseConstMgrApprovalStatus,releaseHold,cwpReleaseHold,cwpReleaseRisks,cwpReleaseMitigationPlan,contractorDcn,revisionDescription,blockchainWorkBlockId,blockchain_status,linked_area,reject_remark,pc_ForecastComplete_Quaterly,pc_ForecastStart_Quaterly_Exe,pc_ForecastFinish_Quaterly_Exe,releaseBlockchainStatus
"2267","306",\N,"394","54","4","183","2505","EWP-A03-WP5.3-000-FI-MC-301","Flare Area","000","AG","FI","500","Piping Installation","Piping Installation","CWP-A03-WP5.3-000-FI-MC-301","1",\N,"2023-07-01","2023-09-05","0","2023-09-18","2024-01-05","0","0000-00-00","2023-10-02","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1696250586","2024-03-19","2025-02-21","0","0000-00-00","0000-00-00","0","2024-11-30","2025-04-26","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2267.pdf","0","0","0","1","1","A035300F1","1",\N,"294",\N,\N,"2","294","2023-10-02 12:43:06","",\N,\N,\N,"4","306","2023-09-22 01:11:51","NO ARN OPEN",\N,\N,\N,"300",\N,\N,\N,\N,\N,"1","","","",\N,\N,\N,\N,"0317",\N,"2024-01-05","2024-11-30","2025-04-26",\N
"2268","1",\N,"400","54","4","183","2506","EWP-A03-WP5.3-000-FI-ME-102","A03-WP5.3-000","000","AG","DELETED","TBD","Plant Unit Area Lighting Layout/Sections","Plant Unit Area Lighting Layout/Sections","CWP-A03-WP5.3-000-FI-ME-102","1",\N,"2023-08-05","2023-10-16","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477655","2025-01-11","2025-03-14",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0318",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2269","232",\N,"402","54","4","183","2507","EWP-A03-WP5.3-000-FI-ME-103","Flare Area","000","AG","FI","500","Area Earth/Ground Layout","Area Earth/Ground Layout","CWP-A03-WP5.3-000-FI-ME-103","1","T-14.170.489","2022-02-28","2022-09-30","0","2022-02-28","2022-09-30","0","2023-01-19","2023-03-06","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1678088794","2023-09-09","2023-11-02","0","0000-00-00","0000-00-00","0","2024-06-15","2024-11-29","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2269.pdf","0","0","0","1","1","","1",\N,"271",\N,\N,"2","271","2023-03-06 07:46:34","","79","76","80","4","232","2023-01-19 12:40:11","Area Earth/Ground Layout",\N,\N,\N,"201",\N,\N,\N,\N,\N,"1","","","","L062-ZX-E-70489","Issue for information",\N,\N,"0942",\N,"2022-09-30","2024-06-15","2024-11-29",\N
"2270","1",\N,"401","54","4","183","2508","EWP-A03-WP5.3-000-FI-ME-104","A03-WP5.3-000","000","AG","DELETED","TBD","Area Cable Tray Layout","Area Cable Tray Layout","CWP-A03-WP5.3-000-FI-ME-104","1",\N,"2023-08-05","2023-10-16","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477655","2024-05-13","2024-08-31",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0319",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2271","1",\N,"403","54","4","183","2509","EWP-A03-WP5.3-000-FI-ME-105","A03-WP5.3-000","000","AG","DELETED","TBD","Trace Heating System Isometric Sketches","Trace Heating System Isometric Sketches","CWP-A03-WP5.3-000-FI-ME-105","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623477655","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0943",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2272","1",\N,"388","54","4","183","2510","EWP-A03-WP5.3-000-FI-MS-102","A03-WP5.3-000","000","AG","FI","TBD","Instrumentation Works","Instrumentation Works","CWP-A03-WP5.3-000-FI-MS-102","1",\N,"2024-01-03","2024-02-27","0","2024-06-29","2024-07-31","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477655","2024-05-23","2025-04-18",\N,"0000-00-00","0000-00-00",\N,"2024-12-28","2025-07-07",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0320",\N,"2024-07-31","2024-12-28","2025-07-07",\N
"2273","1",\N,"405","54","4","183","2511","EWP-A03-WP5.3-000-FI-MS-103","A03-WP5.3-000","000","AG","FI","TBD","In-line Instrumentation Works","In-line Instrumentation Works","CWP-A03-WP5.3-000-FI-MS-103","1",\N,"2023-09-30","2023-12-02","0","2024-06-29","2024-07-31","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477655","2024-05-06","2025-02-21",\N,"0000-00-00","0000-00-00",\N,"2025-02-14","2025-05-31",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0321",\N,"2024-07-31","2025-02-14","2025-05-31",\N
"2274","1",\N,"398","54","4","183","2512","EWP-A03-WP5.3-000-FI-MT-102","A03-WP5.3-000","000","AG","DELETED","TBD","Telecom Works","Telecom Works","CWP-A03-WP5.3-000-FI-MT-102","1",\N,"2024-02-05","2024-03-30","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623477655","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0944",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2276","359",\N,"401","54","4","183","2514","EWP-A03-WP5.9-000-FI-ME-100","Common Flare Area - UG","000","AG","FI","500","General Main Cable Routing Layout","General Main Cable Routing Layout","CWP-A03-WP5.9-000-FI-ME-100","1","T-14.170.496","2023-09-21","2023-11-24","0","2024-01-17","2024-01-24","0","2024-01-17","2024-01-18","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1705566446","2023-11-25","2024-11-20","0","0000-00-00","0000-00-00","0","2024-08-01","2024-10-01","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2276.pdf","0","0","0","1","1","","1",\N,"271",\N,\N,"2","271","2024-01-18 08:27:26","","9264","6597","8622","4","359","2024-01-17 04:36:31","",\N,\N,\N,"298",\N,\N,\N,\N,\N,"1","","","","L000-ZX-E-70496","ISSUE FOR INFORMATION",\N,\N,"0948",\N,"2024-01-24","2024-08-01","2024-10-01",\N
"2277","359",\N,"402","54","4","183","2515","EWP-A03-WP5.9-000-FI-ME-800","Common Flare Area - UG","000","AG","FI","500","Earth/Ground General Layout","Earth/Ground General Layout","CWP-A03-WP5.9-000-FI-ME-800","1","T-14.170.497","2023-12-16","2024-02-09","0","2024-01-16","2024-01-22","0","2024-01-16","2024-01-18","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1705566076","2024-02-10","2024-03-29","0","0000-00-00","0000-00-00","0","2024-06-15","2024-08-24","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2277.pdf","0","0","0","1","1","","1",\N,"271",\N,\N,"2","271","2024-01-18 08:21:16","","9265","6598","8623","4","359","2024-01-16 06:48:52","",\N,\N,\N,"298",\N,\N,\N,\N,\N,"1","","","","L000-ZX-E-70497","ISSUE FOR INFORMATION",\N,\N,"0949",\N,"2024-01-22","2024-06-15","2024-08-24",\N
"2278","232",\N,"384","54","4","183","2516","EWP-A03-WP5.9-000-UG-LC-101","Common Flare Area - UG","000","UG","UG","500","UG  Works by Civil","UG  Works by Civil","CWP-A03-WP5.9-000-UG-LC-101","1","T-14.170.498","2023-05-18","2023-06-22","0","2023-05-23","2023-06-22","0","2023-05-26","2023-05-26","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1685094010","2023-06-23","2024-05-13","0","0000-00-00","0000-00-00","0","2023-12-12","2025-01-29","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2278.pdf","0","0","0","1","1","","1",\N,"194",\N,\N,"2","194","2023-05-26 09:40:11","","4562","5237","8612","4","232","2023-05-26 09:38:41","UG Works for 65-XD-C01/H Culvert",\N,\N,\N,"216",\N,\N,\N,\N,\N,"1","","","","L000-ZX-E-70498","Issue for information",\N,\N,"0947",\N,"2023-06-22","2023-12-12","2025-01-29",\N
"2279","1",\N,"394","54","4","183","2517","EWP-A03-WP5.9-000-UG-MC-101","A03-WP5.9-000","000","UG","DELETED","TBD","UG Piping Works by Piping","UG Piping Works by Piping","CWP-A03-WP5.9-000-UG-MC-101","1",\N,"2023-07-01","2023-09-05","0","2023-10-02","2023-10-06","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477655","2023-09-07","2023-12-13",\N,"0000-00-00","0000-00-00",\N,"2023-09-07","2023-12-13",\N,\N,"0","0","0","0","1","A035900U1","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0323",\N,"2023-10-06","2023-09-07","2023-12-13",\N
"2280","426",\N,"388","54","4","183","2518","EWP-A03-WP5.9-000-FI-MS-100","Common Flare Area - UG","000","AG","FI","500","UG/AG Instrumentation Primary Cables works","UG/AG Instrumentation Primary Cables works","CWP-A03-WP5.9-000-FI-MS-100","1","T-14.170.500","2023-12-19","2024-02-12","0","2024-05-29","2024-08-06","0","2024-05-29","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"4",\N,"1716996709","2024-08-29","2024-11-29","0","0000-00-00","0000-00-00","0","2024-09-26","2025-04-05","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2280.pdf","0","0","0","1","1","","1",\N,"271",\N,\N,"1",\N,\N,\N,"9261","6589","8614","2","426","2024-05-29 03:31:49","",\N,\N,\N,"414",\N,\N,\N,\N,\N,"1","","","","L000-ZX-E-70500","ISSUE FOR INFORMATION",\N,\N,"0945",\N,"2024-08-06","2024-09-26","2025-04-05",\N
"2281","1",\N,"398","54","4","183","2519","EWP-A03-WP5.9-000-FI-MT-100","A03-WP5.9-000","000","AG","DELETED","TBD","AG Telecom Primary Cables Work","AG Telecom Primary Cables Work","CWP-A03-WP5.9-000-FI-MT-100","1",\N,"2024-05-23","2024-07-31","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623477655","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0946",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2282","216",\N,"384","54","4","184","2520","EWP-A04-WP5.5-999-FI-LC-100","Common Interconnecting Header - AG","999","AG","FI","500","CIVIL (road, paving, fence)","CIVIL (road, paving, fence)","CWP-A04-WP5.5-999-FI-LC-100","1","T-14.170.502","2023-06-02","2023-08-10","0","2023-08-29","2023-09-08","0","2023-09-08","2023-09-08","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1694188559","2024-06-29","2025-01-22","0","0000-00-00","0000-00-00","0","2024-06-08","2025-04-07","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2282.pdf","0","0","0","1","1","","1",\N,"194",\N,\N,"2","194","2023-09-08 03:55:59","","3902","5252","8627","4","216","2023-09-08 01:52:50","",\N,\N,\N,"216",\N,\N,\N,\N,\N,"1","","","","L000-ZX-E-70502","Issued for Information",\N,\N,"0338",\N,"2023-09-08","2024-06-08","2025-04-07",\N
"2283","216",\N,"384","54","4","184","2523","EWP-A04-WP5.4-000-FI-LC-101","Flare Interconnecting Header","000","AG","FI","500","Foundation Works for Piperack","Foundation Works for Piperack","CWP-A04-WP5.4-000-FI-LC-101","2","T-14.170.503","2023-06-01","2023-06-20","0","2023-04-04","2023-09-18","0","2023-04-05","2023-09-09","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1694278981","2023-03-01","2023-12-11","0","2023-03-06",\N,"0","2023-03-01","2024-03-29","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2283.pdf","1","1","0","1","1","","1",\N,"194",\N,\N,"2","194","2023-09-09 05:03:01","","9339","5252","8627","4","216","2023-09-09 04:09:32","",\N,\N,\N,"216",\N,\N,\N,\N,\N,"1","","","","L066-ZX-E-70503","Issue for information",\N,\N,"0328",\N,"2023-09-18","2023-03-01","2024-03-29",\N
"2284","216",\N,"384","54","4","184","2524","EWP-A04-WP5.4-000-FI-LC-102","Flare Interconnecting Header","000","AG","FI","500","Foundation Works for Vessel and Pump","Foundation Works for Vessel and Pump","CWP-A04-WP5.4-000-FI-LC-102","3","T-14.170.504","2023-05-18","2023-08-08","0","2023-07-27","2023-08-31","0","2024-01-12","2024-01-13","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1705138759","2023-02-22","2023-11-24","0","2023-02-22","0000-00-00","0","2023-02-22","2024-06-29","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2284.pdf","1","1","0","1","1","","1",\N,"194",\N,\N,"2","194","2024-01-13 09:39:20","","5252","5252","8627","4","216","2024-01-12 10:18:22","",\N,\N,\N,"216",\N,\N,\N,\N,\N,"1","","","","L066-ZX-E-70504","Issue for information",\N,\N,"0329",\N,"2023-08-31","2023-02-22","2024-06-29",\N
"2285","232",\N,"399","54","4","184","2525","EWP-A04-WP5.4-000-FI-MC-101","Flare Interconnecting Header","000","AG","FI","500","Piperack Steel Structure Installation","Piperack Steel Structure Installation","CWP-A04-WP5.4-000-FI-MC-101","1","T-14.170.505","2023-03-02","2023-11-04","0","2023-03-02","2024-03-27","0","2023-03-04","2023-05-31","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1685526580","2023-12-23","2024-07-31","0","2023-11-04","0000-00-00","0","2023-10-18","2024-12-17","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2285.pdf","1","1","0","1","1","","1",\N,"264",\N,\N,"2","264","2023-05-31 09:49:41","","3086","3088","3089","4","232","2023-03-04 03:32:06","Piperack Steel Structure Installation  /  062-ZL-001",\N,\N,\N,"201",\N,"201","2023-03-06 09:28:07","","2","2","1. 062-ZL-001 (Grid 1 - 9) on progress.   /   2. 062-ZL-001 (Grid 10 - 20), top elevation ON HOLD (approx. 18 tons)","-","1. 062-ZL-001 (Grid 1 - 9) will be updated as per schedule.   /   2. 062-ZL-001 (Grid 10 - 20) : The vendor will deliver steel materials excluding the HOLD part. HOLD part (approx. 18 tons) will be delivered separately once the HOLD is released.","L066-ZX-E-70505","Issue for information",\N,\N,"0330",\N,"2024-03-27","2023-10-18","2024-12-17",\N
"2286","1",\N,"399","54","4","184","2526","EWP-A04-WP5.4-000-FI-MC-102","A04-WP5.4-000","000","AG","FI","TBD","Vessels Platforms Installation","Vessels Platforms Installation","CWP-A04-WP5.4-000-FI-MC-102","1",\N,"2023-12-23","2024-02-16","0","2024-06-29","2024-07-31","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477667","2024-02-17","2024-06-29",\N,"0000-00-00","0000-00-00",\N,"2024-06-15","2025-04-07",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0331",\N,"2024-07-31","2024-06-15","2025-04-07",\N
"2287","383",\N,"392","54","4","184","2527","EWP-A04-WP5.4-000-FI-MC-201","Flare Interconnecting Header","000","AG","FI","500","Vessel Installation","Vessel Installation","CWP-A04-WP5.4-000-FI-MC-201","1",\N,"2023-07-29","2023-10-07","0","2024-03-15","2024-07-01","0","0000-00-00","2024-07-01","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1719850127","2023-12-20","2024-10-25","0","2024-03-27",\N,"0","2024-03-15","2025-02-10","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2287.pdf","1","1","0","1","1","","1",\N,"264",\N,\N,"2","264","2024-07-01 04:08:47","","9204","7957","8632","4","383","2024-03-22 03:15:54","",\N,\N,\N,"302",\N,"302","2024-03-22 04:42:30","undefined","2","2","EWP WITH HOLD","CONSTRUCTION SCHEDULE DELAY","-",\N,\N,\N,\N,"0332",\N,"2024-07-01","2024-03-15","2025-02-10",\N
"2288","307",\N,"392","54","4","184","2528","EWP-A04-WP5.4-000-FI-MC-202","Flare Interconnecting Header","000","AG","FI","500","Pumps Installation","Pumps Installation","CWP-A04-WP5.4-000-FI-MC-202","1",\N,"2023-10-23","2023-12-20","0","2023-09-25","2024-02-12","0","0000-00-00","2024-02-12","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1707749074","2023-12-29","2024-02-09","0","0000-00-00","0000-00-00","0","2024-10-21","2024-12-03","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2288.pdf","0","0","0","1","1","","1",\N,"264",\N,\N,"2","264","2024-02-12 02:44:34","","9204","7957","8632","4","307","2023-10-23 04:46:45","",\N,\N,\N,"302",\N,\N,\N,\N,\N,"1","","","",\N,\N,\N,\N,"0333",\N,"2024-02-12","2024-10-21","2024-12-03",\N
"2289","306",\N,"394","54","4","184","2529","EWP-A04-WP5.4-000-FI-MC-301","Flare Interconnecting Header","000","AG","FI","500","Piping Installation","Piping Installation","CWP-A04-WP5.4-000-FI-MC-301","2",\N,"2023-11-06","2023-12-30","0","2024-06-28","2024-07-31","0","0000-00-00","2024-07-24","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1721808433","2024-04-16","2025-01-31","0","0000-00-00","0000-00-00","0","2024-05-11","2025-05-22","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2289.pdf","0","0","0","1","1","A045400F1","1",\N,"294",\N,\N,"2","294","2024-07-24 08:07:13","",\N,\N,\N,"4","306","2024-06-28 04:15:21","",\N,\N,\N,"300",\N,\N,\N,\N,\N,"1","","","",\N,\N,\N,\N,"0334",\N,"2024-07-31","2024-05-11","2025-05-22",\N
"2290","1",\N,"400","54","4","184","2530","EWP-A04-WP5.4-000-FI-ME-102","A04-WP5.4-000","000","AG","DELETED","TBD","Plant Unit Area Lighting Layout/Sections","Plant Unit Area Lighting Layout/Sections","CWP-A04-WP5.4-000-FI-ME-102","1",\N,"2024-04-27","2024-07-06","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477667","2024-08-09","2025-01-14",\N,"0000-00-00","0000-00-00",\N,"2024-12-31","2025-05-22",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0950",\N,"0000-00-00","2024-12-31","2025-05-22",\N
"2291","229",\N,"402","54","4","184","2531","EWP-A04-WP5.4-000-FI-ME-103","Flare Interconnecting Header","000","AG","FI","500","Area Earth/Ground Layout","Area Earth/Ground Layout","CWP-A04-WP5.4-000-FI-ME-103","1","T-14.170.511","2022-02-04","2022-09-30","0","2022-02-04","2022-09-30","0","2023-01-19","2023-04-06","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"13",\N,"1680773665","2024-08-01","2024-11-20","0","0000-00-00","0000-00-00","0","2024-05-11","2025-01-04","0","file/user/workmanagement/cwp/checklst_attachment_compiled_cwp_2291.pdf","0","0","0","1","1","","1",\N,"271",\N,\N,"2","271","2023-04-06 09:34:25","","102","100","104","4","229","2023-01-20 10:23:23","",\N,\N,\N,"201",\N,\N,\N,\N,\N,"1","","","","L066-ZX-E-70511","ISSUE FOR INFORMATION",\N,\N,"0951",\N,"2022-09-30","2024-05-11","2025-01-04",\N
"2292","1",\N,"401","54","4","184","2532","EWP-A04-WP5.4-000-FI-ME-104","A04-WP5.4-000","000","AG","DELETED","TBD","Area Cable Tray Layout","Area Cable Tray Layout","CWP-A04-WP5.4-000-FI-ME-104","1",\N,"2024-04-27","2024-07-06","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477667","2024-07-08","2024-09-23",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0952",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2293","1",\N,"403","54","4","184","2533","EWP-A04-WP5.4-000-FI-ME-105","A04-WP5.4-000","000","AG","DELETED","TBD","Trace Heating System Isometric Sketches","Trace Heating System Isometric Sketches","CWP-A04-WP5.4-000-FI-ME-105","1",\N,"0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"3",\N,"1623477667","0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,"0000-00-00","0000-00-00",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0953",\N,"0000-00-00","0000-00-00","0000-00-00",\N
"2294","1",\N,"388","54","4","184","2534","EWP-A04-WP5.4-000-FI-MS-100","A04-WP5.4-000","000","AG","FI","TBD","UG/AG Instrumentation Primary Cables works","UG/AG Instrumentation Primary Cables works","CWP-A04-WP5.4-000-FI-MS-100","1",\N,"2023-12-25","2024-02-17","0","2024-06-29","2024-09-02","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477667","2024-09-03","2025-02-19",\N,"0000-00-00","0000-00-00",\N,"2024-12-03","2025-05-22",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0954",\N,"2024-09-02","2024-12-03","2025-05-22",\N
"2295","1",\N,"388","54","4","184","2535","EWP-A04-WP5.4-000-FI-MS-102","A04-WP5.4-000","000","AG","FI","TBD","Instrumentation Works","Instrumentation Works","CWP-A04-WP5.4-000-FI-MS-102","1",\N,"2024-07-08","2024-09-12","0","2024-06-29","2024-09-02","0","0000-00-00","0000-00-00","0","",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"0000-00-00",\N,"2",\N,"1623477667","2024-08-29","2025-04-09",\N,"0000-00-00","0000-00-00",\N,"2024-09-30","2025-07-17",\N,\N,"0","0","0","0","1","","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"0955",\N,"2024-09-02","2024-09-30","2025-07-17",\N
